sgRNA	gene	lib	input	d5	d15-rep1	d15-rep2	d15-rep3	d15-rep4	d15-rep5	spleen1	spleen2	spleen3	spleen4	spleen5	bm1	bm2	bm3	bm4	bm5	men1	men2	men3	men4	men5
gRNA_14675	controlsgRNA	22747.0	23615.0	34779.0	239.0	28320.0	37398.0	3389.0	993.0	13027.0	9921.0	45905.0	42254.0	17730.0	31106.0	9284.0	97411.0	10715.0	20246.0	51134.0	6781.0	912.0	10983.0	18641.0
gRNA_14676	controlsgRNA	34836.0	28769.0	29178.0	388.0	34079.0	51662.0	4447.0	2256.0	21942.0	21482.0	46589.0	48488.0	9695.0	44155.0	46327.0	6671.0	25980.0	25823.0	56588.0	1470.0	5519.0	9150.0	13166.0
gRNA_14677	controlsgRNA	35309.0	17690.0	23297.0	352.0	32922.0	69168.0	3553.0	2205.0	8611.0	16311.0	10968.0	26311.0	6930.0	25813.0	13122.0	10358.0	6520.0	11759.0	8897.0	1683.0	498.0	13638.0	10958.0
gRNA_14678	controlsgRNA	29304.0	28010.0	30724.0	629.0	51274.0	69603.0	6589.0	4267.0	8871.0	10857.0	19588.0	42888.0	12979.0	29544.0	9730.0	14200.0	10510.0	24565.0	11659.0	2850.0	459.0	2638.0	6471.0
gRNA_14679	controlsgRNA	29238.0	37540.0	41765.0	668.0	54750.0	100466.0	8106.0	4728.0	17317.0	15445.0	30834.0	46997.0	21435.0	40068.0	20816.0	24295.0	21922.0	25395.0	25526.0	3153.0	4226.0	8043.0	2661.0
gRNA_14680	controlsgRNA	21534.0	24931.0	21864.0	166.0	25030.0	47692.0	3316.0	1431.0	7314.0	9764.0	25676.0	26602.0	9793.0	29136.0	4232.0	2754.0	8375.0	21939.0	22351.0	2212.0	16082.0	7898.0	10241.0
gRNA_14681	controlsgRNA	32463.0	36361.0	33475.0	589.0	62896.0	70128.0	8031.0	3776.0	13097.0	8439.0	21148.0	44610.0	12591.0	35649.0	7082.0	16417.0	12951.0	31912.0	6759.0	621.0	12546.0	7576.0	8067.0
gRNA_14682	controlsgRNA	29832.0	21721.0	20138.0	1031.0	57780.0	53066.0	6492.0	6712.0	8164.0	13222.0	6520.0	21127.0	4730.0	19704.0	2304.0	6138.0	11470.0	58597.0	10074.0	507.0	296.0	1292.0	96.0
gRNA_14683	controlsgRNA	24360.0	23589.0	23845.0	369.0	43622.0	83263.0	6921.0	2367.0	7433.0	8113.0	22771.0	19040.0	5069.0	9628.0	2909.0	5751.0	3970.0	5203.0	10968.0	79509.0	753.0	3599.0	1619.0
gRNA_14684	controlsgRNA	38761.0	46205.0	47485.0	874.0	96205.0	146022.0	9380.0	7176.0	16834.0	18822.0	68995.0	57471.0	14230.0	41809.0	7372.0	58583.0	25126.0	53694.0	15306.0	54722.0	8130.0	5797.0	11038.0
gRNA_14685	controlsgRNA	41720.0	48991.0	55401.0	672.0	80310.0	125382.0	10089.0	4126.0	32906.0	31752.0	43187.0	110234.0	32382.0	65590.0	16368.0	65333.0	14741.0	164336.0	63318.0	3286.0	2574.0	23211.0	12859.0
gRNA_14686	controlsgRNA	28981.0	32033.0	35647.0	670.0	56634.0	88052.0	7170.0	6006.0	10391.0	15215.0	20521.0	29096.0	7604.0	50895.0	20037.0	56778.0	7735.0	24119.0	7057.0	10365.0	15094.0	4634.0	19284.0
gRNA_14687	controlsgRNA	36559.0	42057.0	45128.0	594.0	49113.0	131637.0	8018.0	4174.0	17517.0	26367.0	37823.0	55731.0	13006.0	50204.0	7085.0	35629.0	15365.0	67866.0	19490.0	611.0	10668.0	5289.0	42739.0
gRNA_14688	controlsgRNA	33437.0	21224.0	21915.0	388.0	34386.0	53531.0	4448.0	3017.0	8430.0	10394.0	23256.0	25957.0	3962.0	37118.0	19589.0	23172.0	17645.0	14819.0	36827.0	5921.0	27440.0	11544.0	3765.0
gRNA_14689	controlsgRNA	28886.0	20838.0	22773.0	192.0	24058.0	45735.0	2953.0	939.0	5551.0	8038.0	19289.0	26637.0	4274.0	21485.0	2609.0	4762.0	2938.0	16844.0	8596.0	5711.0	52726.0	4237.0	20017.0
gRNA_14690	controlsgRNA	46113.0	35244.0	41540.0	718.0	65761.0	103928.0	7304.0	6930.0	14766.0	22932.0	12167.0	44661.0	9396.0	27051.0	42018.0	33615.0	13982.0	36051.0	9959.0	9995.0	231.0	11989.0	7778.0
gRNA_14691	controlsgRNA	27601.0	21040.0	19438.0	457.0	33169.0	42429.0	6297.0	2952.0	6020.0	9007.0	6331.0	36992.0	4470.0	15239.0	17398.0	15388.0	7542.0	9771.0	51182.0	1344.0	8868.0	1174.0	1391.0
gRNA_14692	controlsgRNA	39472.0	36039.0	37293.0	1172.0	70657.0	125930.0	10408.0	4421.0	21761.0	24978.0	17943.0	62671.0	13003.0	31241.0	9928.0	6076.0	14411.0	23631.0	21577.0	2946.0	17651.0	12291.0	24708.0
gRNA_14693	controlsgRNA	18063.0	16976.0	17193.0	296.0	21954.0	27390.0	2872.0	1031.0	5935.0	11604.0	4640.0	28416.0	6649.0	17750.0	12607.0	2207.0	2982.0	27894.0	19919.0	8877.0	319.0	3039.0	2429.0
gRNA_14694	controlsgRNA	51401.0	52922.0	71323.0	776.0	74388.0	144850.0	10696.0	4563.0	28773.0	39498.0	84786.0	89078.0	23774.0	73033.0	35104.0	48559.0	17321.0	62229.0	17599.0	608000.0	3148.0	12438.0	21012.0
gRNA_14695	controlsgRNA	41815.0	34703.0	31119.0	800.0	77046.0	106905.0	9596.0	5700.0	15153.0	14003.0	17847.0	31008.0	9798.0	34543.0	18887.0	12131.0	8885.0	26208.0	16916.0	7272.0	16548.0	11899.0	9276.0
gRNA_14696	controlsgRNA	30910.0	23228.0	26682.0	436.0	44104.0	68116.0	5898.0	4389.0	18357.0	10678.0	24667.0	36982.0	9992.0	41475.0	3893.0	21102.0	9111.0	26828.0	35683.0	99114.0	17222.0	8604.0	20226.0
gRNA_14697	controlsgRNA	10470.0	7834.0	16681.0	589.0	28998.0	31346.0	3350.0	3915.0	3177.0	4156.0	9658.0	16767.0	2755.0	25259.0	3680.0	4237.0	4647.0	39025.0	802.0	6.0	523.0	2171.0	2277.0
gRNA_14698	controlsgRNA	42360.0	26994.0	29280.0	499.0	49485.0	81482.0	6348.0	4347.0	19627.0	32581.0	53508.0	45538.0	17876.0	16518.0	26580.0	51456.0	4505.0	88349.0	23959.0	7683.0	104101.0	14317.0	67673.0
gRNA_14699	controlsgRNA	38258.0	23990.0	20740.0	325.0	26166.0	62404.0	4583.0	1716.0	8940.0	3578.0	20995.0	31685.0	6276.0	23756.0	5204.0	13677.0	6284.0	16364.0	86365.0	59.0	2431.0	2839.0	29485.0
gRNA_14700	controlsgRNA	29468.0	17133.0	24546.0	328.0	21258.0	40186.0	3879.0	1897.0	5842.0	12679.0	7022.0	14454.0	4734.0	15221.0	12102.0	6081.0	10791.0	36123.0	16008.0	1158.0	1301.0	2219.0	4898.0
gRNA_14701	controlsgRNA	57117.0	15959.0	18053.0	676.0	47189.0	61172.0	11503.0	9032.0	6469.0	9525.0	29143.0	31257.0	7553.0	14368.0	2560.0	25591.0	9546.0	13304.0	9158.0	3841.0	1199.0	1909.0	156272.0
gRNA_14702	controlsgRNA	20216.0	30411.0	23262.0	151.0	28487.0	44547.0	3551.0	798.0	14874.0	17073.0	28253.0	35814.0	25881.0	48632.0	32166.0	16159.0	7320.0	66558.0	8393.0	2751.0	32092.0	17649.0	5662.0
gRNA_14703	controlsgRNA	15083.0	17370.0	22274.0	123.0	24994.0	34138.0	2427.0	1521.0	5908.0	10509.0	9177.0	26007.0	2883.0	16386.0	11969.0	1205.0	6134.0	11196.0	31228.0	168269.0	78059.0	11601.0	2289.0
gRNA_14704	controlsgRNA	37298.0	22780.0	26835.0	871.0	65795.0	63885.0	6791.0	6046.0	11891.0	10929.0	16471.0	34792.0	10122.0	26306.0	23316.0	5756.0	5690.0	68796.0	14617.0	1988.0	2324.0	12726.0	19854.0
gRNA_14705	controlsgRNA	42298.0	17080.0	18200.0	158.0	17855.0	46714.0	2905.0	1101.0	4877.0	8485.0	19304.0	19917.0	6342.0	26137.0	1850.0	38227.0	2540.0	35157.0	20325.0	5995.0	1656.0	3488.0	17945.0
gRNA_14706	controlsgRNA	31237.0	12691.0	17697.0	524.0	30515.0	38926.0	3641.0	2459.0	3817.0	2752.0	3642.0	7523.0	3549.0	4112.0	4555.0	5955.0	2051.0	15788.0	13572.0	9.0	978.0	1894.0	3659.0
gRNA_14707	controlsgRNA	38993.0	36668.0	42123.0	777.0	68756.0	71071.0	10365.0	6175.0	14479.0	14695.0	26473.0	47051.0	7888.0	31622.0	14881.0	15339.0	14734.0	11366.0	33598.0	1383.0	820.0	3628.0	2233.0
gRNA_14708	controlsgRNA	19189.0	23041.0	33667.0	284.0	42715.0	54556.0	4992.0	2159.0	11563.0	16123.0	29352.0	39609.0	6294.0	24832.0	19199.0	49709.0	8923.0	26828.0	29010.0	2410.0	651753.0	4029.0	6622.0
gRNA_14709	controlsgRNA	25649.0	28224.0	26893.0	394.0	38438.0	63501.0	3695.0	2666.0	11200.0	21300.0	22485.0	36962.0	13335.0	24529.0	19786.0	9661.0	5617.0	24709.0	7587.0	791.0	10423.0	16164.0	14297.0
gRNA_14710	controlsgRNA	9114.0	8817.0	6356.0	134.0	7874.0	22423.0	3760.0	907.0	5215.0	4461.0	3992.0	13883.0	4270.0	4582.0	1485.0	2408.0	2482.0	25913.0	813.0	430.0	1.0	610.0	839.0
gRNA_14711	controlsgRNA	35162.0	38142.0	33646.0	735.0	55537.0	65007.0	7414.0	5558.0	23157.0	21212.0	53133.0	83530.0	15629.0	66732.0	19884.0	24743.0	21969.0	22681.0	56112.0	43528.0	4770.0	8276.0	9006.0
gRNA_14712	controlsgRNA	12006.0	15548.0	13100.0	206.0	10187.0	32563.0	2036.0	1101.0	4931.0	8067.0	6677.0	13940.0	4127.0	13738.0	1594.0	17095.0	4278.0	21317.0	4561.0	1546.0	105249.0	4257.0	3304.0
gRNA_14713	controlsgRNA	28354.0	30169.0	34703.0	723.0	66545.0	106493.0	7472.0	5523.0	12989.0	27108.0	25652.0	46096.0	5776.0	25628.0	17227.0	20707.0	8850.0	6789.0	69871.0	981.0	6448.0	4848.0	4990.0
gRNA_14714	controlsgRNA	29377.0	22573.0	25542.0	357.0	46383.0	72779.0	6433.0	2994.0	9667.0	1209.0	23554.0	29401.0	6796.0	29926.0	7933.0	7911.0	6871.0	18109.0	34241.0	1188.0	714.0	15215.0	20866.0
gRNA_14715	controlsgRNA	38722.0	26873.0	40198.0	524.0	51949.0	71659.0	7184.0	3045.0	14710.0	18757.0	24149.0	38282.0	13947.0	12091.0	4092.0	26113.0	7896.0	43448.0	23781.0	2037.0	400395.0	7996.0	6333.0
gRNA_14716	controlsgRNA	27560.0	29357.0	34199.0	418.0	30650.0	47712.0	8847.0	3306.0	17440.0	20936.0	22556.0	41701.0	10919.0	42382.0	30101.0	24554.0	18304.0	55720.0	42878.0	35.0	559.0	16328.0	72234.0
gRNA_14717	controlsgRNA	107.0	52.0	4.0	6.0	1444.0	36.0	38.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gRNA_14718	controlsgRNA	28515.0	28116.0	30227.0	679.0	34952.0	91141.0	7313.0	3695.0	19312.0	9555.0	27364.0	42109.0	9417.0	33219.0	4208.0	19458.0	10137.0	55965.0	46336.0	2407.0	64356.0	6157.0	8323.0
gRNA_14719	controlsgRNA	23102.0	28598.0	30811.0	259.0	32982.0	55154.0	3874.0	2088.0	14312.0	15783.0	32240.0	43194.0	11336.0	41281.0	3111.0	20780.0	9962.0	37925.0	3694.0	7154.0	3813.0	18098.0	8643.0
gRNA_14720	controlsgRNA	35852.0	42616.0	55262.0	678.0	54780.0	120307.0	7368.0	4180.0	16911.0	12439.0	61398.0	58466.0	14686.0	55913.0	21716.0	29064.0	15520.0	23632.0	10027.0	6098.0	2184.0	84888.0	631703.0
gRNA_14721	controlsgRNA	56647.0	50195.0	56167.0	1999.0	101699.0	114988.0	19491.0	15811.0	21589.0	46211.0	40333.0	63775.0	14829.0	56034.0	21219.0	33656.0	18778.0	89603.0	202882.0	2824.0	4138.0	36208.0	72536.0
gRNA_14722	controlsgRNA	19572.0	29620.0	30215.0	338.0	47157.0	76898.0	4558.0	3024.0	14259.0	13221.0	24656.0	35088.0	10797.0	34947.0	10301.0	11998.0	11854.0	22090.0	16385.0	1125.0	36437.0	20454.0	4173.0
gRNA_14723	controlsgRNA	41758.0	35653.0	40624.0	1490.0	73362.0	113618.0	11578.0	9000.0	20873.0	8300.0	30948.0	47599.0	17953.0	54846.0	7193.0	33293.0	9561.0	38151.0	16470.0	1326.0	7400.0	19903.0	5458.0
gRNA_14724	controlsgRNA	42357.0	31743.0	33893.0	649.0	46062.0	61234.0	6549.0	4553.0	15368.0	28279.0	18392.0	46775.0	7668.0	66650.0	16472.0	13198.0	16517.0	79740.0	112221.0	19336.0	80744.0	4192.0	216190.0
gRNA_14725	controlsgRNA	30069.0	28344.0	31196.0	596.0	52562.0	88210.0	8153.0	4842.0	12603.0	39145.0	53840.0	35613.0	11574.0	44647.0	15833.0	16090.0	11318.0	17686.0	96099.0	1861.0	2615.0	5587.0	44603.0
gRNA_14726	controlsgRNA	36535.0	22241.0	30545.0	222.0	31356.0	55298.0	2508.0	1334.0	13193.0	13344.0	30983.0	41198.0	12717.0	30776.0	4824.0	9664.0	12508.0	36228.0	23516.0	6508.0	11738.0	9418.0	47406.0
gRNA_14727	controlsgRNA	90357.0	110603.0	111161.0	3201.0	206553.0	322892.0	36389.0	26087.0	50987.0	58807.0	124124.0	151673.0	36785.0	141764.0	71444.0	97607.0	38550.0	114069.0	159131.0	97579.0	19643.0	48167.0	511081.0
gRNA_14728	controlsgRNA	28118.0	14867.0	23989.0	470.0	26880.0	26583.0	3695.0	2245.0	6620.0	12281.0	6325.0	29257.0	8644.0	26672.0	2752.0	14059.0	8878.0	12394.0	18877.0	6182.0	1024.0	1408.0	9167.0
gRNA_14729	controlsgRNA	50474.0	48204.0	54342.0	1717.0	91674.0	148123.0	16687.0	16272.0	23040.0	14100.0	49339.0	76844.0	16682.0	50469.0	21412.0	42644.0	26122.0	72312.0	55346.0	8785.0	7823.0	7792.0	5114.0
gRNA_14730	controlsgRNA	26426.0	31797.0	35688.0	559.0	51063.0	67870.0	6941.0	3969.0	10331.0	19538.0	22116.0	32432.0	15232.0	57124.0	6646.0	18142.0	8605.0	15239.0	16292.0	10706.0	37879.0	8571.0	7446.0
gRNA_14731	controlsgRNA	16445.0	19596.0	19036.0	178.0	11737.0	33188.0	3423.0	1264.0	12632.0	19720.0	26918.0	31429.0	8442.0	17356.0	13814.0	38764.0	10045.0	19418.0	49028.0	2831.0	18448.0	9747.0	3740.0
gRNA_14732	controlsgRNA	40360.0	43515.0	54674.0	1024.0	100032.0	143645.0	12418.0	7792.0	21294.0	18947.0	46355.0	54234.0	14148.0	79997.0	51126.0	41544.0	17506.0	25756.0	36007.0	92857.0	7196.0	3281.0	53002.0
gRNA_14733	controlsgRNA	29275.0	36168.0	39839.0	764.0	68944.0	84208.0	10290.0	6134.0	17861.0	20798.0	23212.0	46768.0	15482.0	39323.0	9774.0	13914.0	16978.0	34805.0	63792.0	218502.0	2776.0	7751.0	45702.0
gRNA_14734	controlsgRNA	33020.0	38360.0	49865.0	432.0	51959.0	84716.0	5399.0	2752.0	16785.0	17867.0	22762.0	36984.0	12384.0	48463.0	31074.0	22074.0	11372.0	35961.0	52818.0	8954.0	10825.0	15031.0	39982.0
gRNA_14735	controlsgRNA	20462.0	17205.0	23476.0	336.0	18347.0	40356.0	4023.0	2436.0	5253.0	7943.0	14089.0	22642.0	7588.0	20172.0	11890.0	1649.0	6217.0	7664.0	8343.0	126.0	584.0	4156.0	13752.0
gRNA_14736	controlsgRNA	45196.0	38993.0	41292.0	1322.0	67943.0	112038.0	17840.0	9896.0	17608.0	21176.0	65646.0	64103.0	27004.0	52879.0	23098.0	59078.0	17208.0	56186.0	88309.0	11083.0	8090.0	14426.0	42501.0
gRNA_14737	controlsgRNA	24816.0	28401.0	28327.0	276.0	47680.0	53373.0	6860.0	1931.0	18965.0	12465.0	33604.0	42357.0	9632.0	27611.0	17793.0	21021.0	5670.0	21618.0	19235.0	6241.0	52114.0	16008.0	110125.0
gRNA_14738	controlsgRNA	22454.0	20533.0	23709.0	176.0	14695.0	40760.0	2914.0	895.0	6718.0	16362.0	19655.0	20278.0	6344.0	14385.0	12141.0	19057.0	1462.0	18331.0	73162.0	14811.0	21.0	13814.0	3239.0
gRNA_14739	controlsgRNA	69207.0	45070.0	49191.0	1532.0	119843.0	149997.0	17366.0	12526.0	15230.0	16666.0	49726.0	72771.0	13530.0	49198.0	21576.0	26588.0	22106.0	35366.0	33402.0	70118.0	19203.0	10540.0	24484.0
gRNA_14740	controlsgRNA	1736.0	1701.0	3522.0	11.0	3967.0	2320.0	324.0	85.0	213.0	11.0	339.0	1401.0	289.0	639.0	0.0	1.0	0.0	1.0	35.0	0.0	1.0	0.0	115.0
gRNA_14741	controlsgRNA	40825.0	25096.0	16956.0	343.0	29630.0	38039.0	3799.0	2328.0	6177.0	23956.0	31811.0	27550.0	9625.0	60230.0	9156.0	11179.0	9965.0	17802.0	2296.0	4213.0	2768.0	3522.0	3969.0
gRNA_14742	controlsgRNA	24452.0	25359.0	28399.0	452.0	53793.0	86778.0	7267.0	3701.0	10083.0	17762.0	17190.0	32602.0	4805.0	24855.0	3995.0	2370.0	4063.0	15920.0	3913.0	1277.0	1546.0	6515.0	7818.0
gRNA_14743	controlsgRNA	29536.0	21922.0	24849.0	204.0	19197.0	47780.0	2795.0	1282.0	8204.0	8820.0	14312.0	32760.0	8301.0	18081.0	12367.0	16333.0	8752.0	15349.0	15669.0	2410.0	44562.0	4602.0	7327.0
gRNA_14744	controlsgRNA	23596.0	25669.0	30402.0	509.0	30166.0	49222.0	5828.0	3390.0	10252.0	22060.0	15444.0	36450.0	9629.0	23631.0	23133.0	13921.0	13034.0	55513.0	4005.0	2389.0	4706.0	6304.0	3142.0
gRNA_14745	controlsgRNA	28007.0	18947.0	25032.0	705.0	36050.0	65947.0	6316.0	5107.0	6953.0	6315.0	16837.0	32604.0	7108.0	40689.0	10711.0	8502.0	12717.0	11419.0	19257.0	2284.0	6752.0	1668.0	1522.0
gRNA_14746	controlsgRNA	52338.0	65240.0	57553.0	1567.0	88962.0	161112.0	13941.0	10508.0	30376.0	21136.0	20189.0	76464.0	21483.0	101218.0	7476.0	33361.0	15233.0	53101.0	69545.0	77979.0	13004.0	8668.0	21554.0
gRNA_14747	controlsgRNA	40729.0	34763.0	38072.0	446.0	47922.0	100947.0	10894.0	4943.0	9996.0	21400.0	15691.0	33472.0	6744.0	23647.0	8974.0	20106.0	11305.0	16351.0	38525.0	769.0	3891.0	10998.0	9613.0
gRNA_14748	controlsgRNA	43947.0	29878.0	25297.0	872.0	60203.0	104335.0	8573.0	9204.0	15518.0	14401.0	30705.0	39238.0	15426.0	64865.0	6210.0	37382.0	11228.0	25160.0	12522.0	43886.0	66580.0	8360.0	10744.0
gRNA_14749	controlsgRNA	19912.0	24821.0	24452.0	271.0	31162.0	45309.0	3133.0	1370.0	11191.0	23535.0	39280.0	33956.0	12702.0	31006.0	9017.0	20213.0	16182.0	49401.0	7860.0	45187.0	29032.0	960.0	9454.0
gRNA_14750	controlsgRNA	39612.0	38405.0	44069.0	554.0	59446.0	70667.0	6545.0	4128.0	16549.0	21072.0	36644.0	40698.0	18486.0	42479.0	41032.0	33437.0	17408.0	28323.0	51192.0	7082.0	9895.0	9187.0	59780.0
gRNA_14751	controlsgRNA	33885.0	34500.0	37923.0	863.0	61805.0	90427.0	7727.0	5311.0	17898.0	26724.0	33076.0	45969.0	11542.0	29188.0	6160.0	18961.0	9937.0	39515.0	107727.0	12798.0	1361.0	9803.0	9068.0
gRNA_14752	controlsgRNA	27091.0	26227.0	38368.0	397.0	49496.0	62775.0	5751.0	2077.0	18007.0	24467.0	25382.0	42617.0	8530.0	43039.0	3322.0	39886.0	13057.0	38350.0	35105.0	1740.0	38404.0	2180.0	6437.0
gRNA_14753	controlsgRNA	31544.0	24862.0	19914.0	419.0	37388.0	54333.0	5836.0	3171.0	6369.0	12388.0	10469.0	19838.0	11114.0	20498.0	15057.0	5801.0	8895.0	22209.0	4962.0	1354.0	1063.0	5058.0	2728.0
gRNA_14754	controlsgRNA	14324.0	17241.0	15596.0	187.0	33631.0	35107.0	4160.0	1805.0	8236.0	10108.0	13278.0	19089.0	3861.0	21338.0	13113.0	3429.0	4493.0	8163.0	10800.0	2585.0	3311.0	3029.0	4899.0
gRNA_14755	controlsgRNA	18512.0	26978.0	18907.0	133.0	24349.0	37690.0	3752.0	1126.0	10035.0	5153.0	16226.0	32088.0	5590.0	20081.0	2171.0	8437.0	3587.0	13411.0	5702.0	4968.0	14334.0	4281.0	9180.0
gRNA_14756	controlsgRNA	26913.0	30331.0	29970.0	561.0	46613.0	98774.0	7065.0	2941.0	13052.0	6488.0	25545.0	52931.0	9140.0	37391.0	8156.0	14170.0	21962.0	33054.0	37265.0	5084.0	98562.0	19072.0	7735.0
gRNA_14757	controlsgRNA	20340.0	16114.0	14152.0	143.0	21816.0	37610.0	2656.0	1311.0	5464.0	6257.0	9669.0	40858.0	6207.0	15167.0	2984.0	7339.0	5816.0	10656.0	14720.0	11.0	2851.0	584.0	892.0
gRNA_14758	controlsgRNA	45003.0	28985.0	38528.0	710.0	61760.0	106347.0	8114.0	8046.0	12812.0	14613.0	50288.0	32371.0	5572.0	19309.0	22667.0	22898.0	8772.0	40051.0	53307.0	10293.0	12314.0	9564.0	6711.0
gRNA_14759	controlsgRNA	18509.0	16587.0	13368.0	279.0	18065.0	50229.0	2310.0	805.0	8483.0	8565.0	23017.0	25651.0	28245.0	11766.0	32299.0	13514.0	3770.0	36734.0	7414.0	2956.0	2018.0	7736.0	764.0
gRNA_14760	controlsgRNA	20562.0	15762.0	23523.0	272.0	12401.0	34141.0	3096.0	1119.0	3498.0	9783.0	18596.0	25903.0	5382.0	11069.0	2403.0	4389.0	11618.0	5423.0	26557.0	3951.0	146.0	7775.0	1118.0
gRNA_14761	controlsgRNA	36218.0	23957.0	26188.0	398.0	54735.0	51126.0	6989.0	4755.0	11393.0	26960.0	25742.0	29695.0	9177.0	24365.0	14666.0	62726.0	7978.0	14987.0	50065.0	64.0	17117.0	10222.0	2247.0
gRNA_14762	controlsgRNA	36359.0	36610.0	40091.0	389.0	39686.0	84407.0	6328.0	2345.0	14456.0	21897.0	36488.0	45183.0	13853.0	31908.0	28082.0	12072.0	8803.0	37021.0	30148.0	60227.0	55990.0	11474.0	9621.0
gRNA_14763	controlsgRNA	25033.0	22698.0	31412.0	329.0	42856.0	55689.0	6147.0	2541.0	13123.0	27767.0	17201.0	45351.0	17723.0	40891.0	22604.0	30634.0	8212.0	31162.0	31139.0	4261.0	2300.0	3214.0	6863.0
gRNA_14764	controlsgRNA	35383.0	36531.0	37693.0	447.0	57222.0	100966.0	5757.0	3970.0	11810.0	26075.0	24439.0	52021.0	14933.0	28291.0	14346.0	15447.0	10224.0	66680.0	44990.0	2829.0	52267.0	11498.0	38470.0
gRNA_14765	controlsgRNA	32921.0	35927.0	48909.0	1067.0	62092.0	70273.0	7358.0	4440.0	15781.0	28007.0	31585.0	44989.0	14607.0	26324.0	27696.0	31103.0	16273.0	70125.0	49298.0	24003.0	15547.0	5349.0	33533.0
gRNA_14766	controlsgRNA	22091.0	21269.0	32694.0	707.0	47869.0	56828.0	6495.0	6799.0	11269.0	9348.0	28356.0	34344.0	9371.0	15359.0	10649.0	7062.0	10168.0	43510.0	143582.0	309.0	447.0	4839.0	6583.0
gRNA_14767	controlsgRNA	29079.0	19323.0	17298.0	98.0	19921.0	36269.0	2459.0	957.0	6668.0	19721.0	20891.0	24015.0	8046.0	13621.0	8241.0	10678.0	2584.0	10234.0	13422.0	3208.0	8396.0	2517.0	2990.0
gRNA_14768	controlsgRNA	50702.0	49455.0	43182.0	815.0	59030.0	106723.0	12857.0	6740.0	14327.0	24117.0	35466.0	55465.0	15147.0	32856.0	6584.0	31126.0	15466.0	48652.0	33730.0	74660.0	1326.0	12142.0	8108.0
gRNA_14769	controlsgRNA	23061.0	13269.0	20068.0	496.0	33980.0	48274.0	5587.0	2535.0	3816.0	11579.0	19919.0	22289.0	2454.0	10726.0	4054.0	16756.0	6507.0	19653.0	3975.0	46251.0	2465.0	11636.0	2668.0
gRNA_14770	controlsgRNA	53758.0	52127.0	50644.0	950.0	87669.0	128985.0	10618.0	6690.0	25443.0	35517.0	26794.0	57965.0	17536.0	48896.0	25683.0	41790.0	27866.0	57585.0	69069.0	6011.0	11186.0	6182.0	31053.0
gRNA_14771	controlsgRNA	8970.0	16256.0	20736.0	46.0	7113.0	14550.0	892.0	153.0	7981.0	2285.0	10422.0	17151.0	7515.0	9522.0	2066.0	20682.0	3325.0	5267.0	17641.0	108311.0	1562.0	3805.0	18059.0
gRNA_14772	controlsgRNA	28678.0	29384.0	33666.0	322.0	39101.0	45286.0	5048.0	2577.0	19119.0	16181.0	33318.0	47030.0	14446.0	48908.0	17788.0	58106.0	15084.0	22028.0	12178.0	2006.0	958.0	8361.0	2528.0
gRNA_14773	controlsgRNA	26027.0	23660.0	25575.0	320.0	34858.0	57787.0	3488.0	2108.0	16178.0	11972.0	17065.0	31839.0	12132.0	18180.0	26960.0	1165.0	5844.0	55071.0	11914.0	3520.0	440.0	8556.0	2930.0
gRNA_14774	controlsgRNA	31821.0	28392.0	31147.0	1235.0	66899.0	64453.0	7077.0	5815.0	7293.0	11147.0	12568.0	32838.0	3632.0	19717.0	21444.0	21800.0	10512.0	24233.0	12119.0	109560.0	1054.0	6609.0	5048.0
gRNA_14775	controlsgRNA	25610.0	14207.0	21167.0	106.0	19749.0	46359.0	2566.0	829.0	7301.0	11970.0	13400.0	15873.0	3490.0	14745.0	25555.0	4834.0	2322.0	4328.0	7806.0	739.0	3556.0	3754.0	2984.0
gRNA_14776	controlsgRNA	24345.0	38184.0	41442.0	524.0	43498.0	122111.0	8569.0	5127.0	17573.0	22777.0	43285.0	48936.0	13455.0	30245.0	15858.0	41442.0	21664.0	30646.0	33880.0	1193.0	78340.0	1995.0	100423.0
gRNA_14777	controlsgRNA	38128.0	32028.0	27233.0	750.0	37541.0	85293.0	7358.0	4975.0	17071.0	25908.0	31943.0	41895.0	8523.0	26900.0	22806.0	21951.0	10456.0	28256.0	135948.0	2034.0	30958.0	24694.0	19718.0
gRNA_14778	controlsgRNA	41881.0	20592.0	34770.0	236.0	21845.0	43136.0	4923.0	1766.0	9682.0	5641.0	23519.0	26846.0	3276.0	14366.0	6735.0	19761.0	9023.0	11999.0	14588.0	44302.0	25029.0	12519.0	11598.0
gRNA_14779	controlsgRNA	37264.0	27701.0	32145.0	1332.0	72251.0	82648.0	12078.0	8099.0	9198.0	21088.0	11830.0	39212.0	13234.0	22528.0	6116.0	21542.0	11193.0	39168.0	11303.0	1603.0	4331.0	8442.0	75930.0
gRNA_14780	controlsgRNA	57739.0	32604.0	30596.0	661.0	52109.0	71917.0	9158.0	4263.0	18453.0	14335.0	28163.0	39403.0	8413.0	42104.0	11664.0	28609.0	10935.0	27739.0	66103.0	257039.0	4855.0	6451.0	12137.0
gRNA_14781	controlsgRNA	679.0	817.0	1509.0	9.0	1574.0	1528.0	393.0	195.0	12.0	0.0	0.0	711.0	1.0	8.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	152.0	296.0
